"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","15","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","58","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","342","10","6","1102.462402","0","3790"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","507","16","6","226.998260","0","5781"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","70","4","2","30.627058","0","535"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","795","24","5","346.272675","0","16559"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Mud.M_Mud","0","54","4","1","17.585642","0","407"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Derbis.M_Derbis","0","26","5","1","8.937223","0","235"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Basic_Shape.M_Basic_Shape","0","46","2","1","18.134729","0","691"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","0","70","42","2","29.654549","140","705"
"/Game/ModularBuildingSet/materials/black_interior.black_interior","0","23","2","1","9.148208","0","98"
"/Game/MilitaryWeapSilver/FX/Materials/M_Tracer_A.M_Tracer_A","0","10","3","1","3.065107","0","34"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_BookVariety_Mat.Master_BookVariety_Mat","0","164","8","2","71.029236","0","2074"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_Mat.glass_a_Mat","0","49","4","1","22.444002","0","454"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_foggy_Mat.glass_a_foggy_Mat","0","49","10","1","22.409344","0","512"
"/Game/ModularBuildingSet/materials/Metal/metal_trim__color_pckr.metal_trim__color_pckr","0","23","2","1","9.366739","0","156"
"/Game/MilitaryWeapSilver/FX/Materials/M_GlowSphere_01.M_GlowSphere_01","0","12","1","1","4.322903","0","55"
"/Game/ModularBuildingSet/materials/Metal/metal_trim_clean/metal_trim_clean__color_pckr.metal_trim_clean__color_pckr","0","23","7","1","9.571308","0","117"
"/Game/Realistic_Starter_VFX_Pack_Vol2/DemoRoom/Materials/DefaultTextMaterialTranslucentUnlit.DefaultTextMaterialTranslucentUnlit","0","20","5","1","9.417641","0","74"
"/Game/_ZombieContent/Zombie/ZombieGirl_Material_ncl1_2.ZombieGirl_Material_ncl1_2","0","26","4","1","10.096927","0","119"
"/Game/_ZombieContent/Zombie/ZombieGirl_Material_ncl1_1.ZombieGirl_Material_ncl1_1","0","26","4","1","0.000000","0","119"
"/Game/_ZombieContent/Zombie/ZombieGirl_Material.ZombieGirl_Material","0","26","4","1","0.000000","0","119"
"/Game/_ZombieContent/Character/Character_Arms/M_Man_Body.M_Man_Body","0","26","3","1","9.969705","0","224"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Water_Splat.M_Water_Splat","0","9","9","1","3.122976","0","14"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Splat_A.M_Splat_A","0","9","9","1","0.000000","0","14"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble_pop.M_Bubble_Pop","0","9","9","1","0.000000","0","14"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/dripping_a01.dripping_a01","0","21","1","1","8.822607","0","191"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dripping_a03.dripping_a03","0","21","2","1","8.848652","0","136"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dripping_a02.dripping_a02","0","21","1","1","9.022555","0","215"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dripping_a01.dripping_a01","0","21","2","1","9.115432","0","87"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dark_muck02.dark_muck02","0","21","2","1","0.000000","0","136"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dark_muck01.dark_muck01","0","21","1","1","0.000000","0","215"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/lite_muck02.lite_muck02","0","21","1","1","8.824450","0","114"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/lite_muck01.lite_muck01","0","21","1","1","9.093267","0","141"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/dripping_a03.dripping_a03","0","21","1","1","0.000000","0","114"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/dripping_a02.dripping_a02","0","21","1","1","0.000000","0","141"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dripping_a04.dripping_a04","0","21","2","1","8.855603","0","142"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Dark_muck/dark_muck03.dark_muck03","0","21","2","1","0.000000","0","142"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_SubSurface_Mat.Master_Props_SubSurface_Mat","0","70","2","1","30.369389","0","749"
"/Game/MilitaryWeapSilver/FX/Materials/M_SparksImpact_2x2_01.M_SparksImpact_2x2_01","0","9","1","1","3.117584","0","26"
"/Game/MilitaryWeapSilver/FX/Materials/M_RockSmall_01.M_RockSmall_01","0","9","1","1","0.000000","0","26"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_MuzzleFlash_4x1_A.M_Pistol_MuzzleFlash_4x1_A","0","9","1","1","0.000000","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble_B.M_Bubble_B","0","9","1","1","0.000000","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_C.M_Impact_C","0","9","1","1","0.000000","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_A.M_Impact_A","0","9","1","1","0.000000","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dandelion.M_Dandelion","0","9","1","1","0.000000","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Bubble.M_Bubble","0","9","1","1","0.000000","0","26"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/lite_muck03.lite_muck03","0","21","2","1","8.887651","0","122"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Light_muck/dripping_a04.dripping_a04","0","21","2","1","0.000000","0","122"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Slash.M_Slash","0","9","6","1","3.009639","0","33"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground_B.M_Smoke_Ground_B","0","54","4","1","21.496698","0","706"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground_C.M_Smoke_Ground_C","0","54","4","1","0.000000","0","706"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/mid_muck03.mid_muck03","0","21","1","1","8.879502","0","159"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/mid_muck02.mid_muck02","0","21","2","1","8.793286","0","133"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/dripping_a04.dripping_a04","0","21","1","1","0.000000","0","159"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/dripping_a03.dripping_a03","0","21","2","1","0.000000","0","133"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Scratches/scratch_02.scratch_02","0","21","1","1","8.667948","0","139"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Scratches/scratch_01.scratch_01","0","21","1","1","8.663281","0","150"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/mid_muck01.mid_muck01","0","21","6","1","8.827363","0","97"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/dripping_a02.dripping_a02","0","21","6","1","0.000000","0","97"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Mid_muck/dripping_a01.dripping_a01","0","21","5","1","9.000076","0","72"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Scratches/scratch_03.scratch_03","0","21","5","1","9.071133","0","75"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Blood_C.M_Blood_C","0","25","3","1","6.863305","0","95"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_C.M_Glow_C","0","12","12","1","4.061462","0","21"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","109","1","1","41.410004","0","2118"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","35","1","1","14.153959","0","275"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Snow.M_Snow","0","9","1","1","3.110418","0","46"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_A.M_Glow_A","0","9","2","1","3.114478","0","28"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_B.M_Glow_B","0","9","9","1","3.192348","0","15"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Ground.M_Smoke_Ground","0","54","1","1","22.319126","0","389"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fish_A.M_Fish_A","0","104","5","1","36.627262","0","869"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Wisp.M_Smoke_Wisp","0","54","5","1","21.822483","0","367"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","54","4","1","17.642683","0","409"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Puff_A.M_Smoke_Puff_A","0","54","2","1","25.602156","0","764"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","70","7","2","30.084980","0","601"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Lightning_small.M_Lightning_small","0","9","1","1","3.655974","0","38"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_B.M_Impact_B","0","9","3","1","3.564986","0","31"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Distortion.M_Distortion","0","60","2","1","25.911751","0","531"
"/Game/EF_FirstFloor/Shared/Hunger/MonsterWater_a_Mat.MonsterWater_a_Mat","0","23","5","1","10.018574","0","129"
"/Game/EF_FirstFloor/Shared/Bathtub/Characters/ShowerCurtain/ShowerCurtain_Mat.ShowerCurtain_Mat","0","41","2","1","19.553247","0","252"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_Splat.M_Fire_Splat","0","9","3","1","3.567488","0","22"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Paper.M_Paper","0","54","6","1","22.507013","0","379"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glass.M_Glass","0","54","6","1","0.000000","0","379"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_B.M_Dirt_B","0","54","6","1","0.000000","0","388"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_D.M_Glow_D","0","9","9","1","3.235338","0","12"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_B.M_Fire_B","0","9","1","1","2.999509","0","34"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","0","9","2","1","3.019553","0","25"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_A.M_Dirt_A","0","54","4","1","22.780313","0","430"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_A.M_Spark_A","0","9","9","1","3.179361","0","10"
"/Game/EF_FirstFloor/Shared/Hunger/Environments/Cat/Plywood/plywood_a_Mat.plywood_a_Mat","0","35","1","1","14.437211","0","300"
"/Game/EF_FirstFloor/Common/Materials/Glass/TestGlass/Materials/Free/Glass/M_Glass_Master.M_Glass_Master","0","57","1","1","81.527130","0","585"
"/Game/MilitaryWeapSilver/FX/Materials/M_RockMesh_01.M_RockMesh_01","0","26","5","1","9.349591","0","167"
"/Game/MilitaryWeapSilver/FX/Materials/M_Debris_Tileable_01.M_Debris_Tileable_01","0","54","14","1","22.764574","0","287"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_spark_C.M_Spark_C","0","9","3","1","3.173709","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Leaves_A.M_Leaves_A","0","79","6","1","28.331511","0","570"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Flies.M_Flies","0","54","2","1","22.734114","0","428"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_E.M_Explosion_E","0","9","9","1","3.231719","0","16"
"/Game/MilitaryWeapSilver/FX/Materials/M_LightRay_01.M_LightRay_01","0","9","9","1","3.045664","0","9"
"/Game/MilitaryWeapSilver/FX/Materials/M_Ember_Speed_01.M_Ember_Speed_01","0","9","9","1","3.044510","0","12"
"/Game/MilitaryWeapSilver/FX/Materials/M_Explosion_8x8_A_01.M_Explosion_8x8_A_01","0","54","1","1","24.654381","0","324"
"/Game/MilitaryWeapSilver/FX/Materials/M_Woodchips_8x1_01.M_Woodchips_8x1_01","0","54","1","1","22.524328","0","387"
"/Game/MilitaryWeapSilver/FX/Materials/M_SmokeSimple_01.M_SmokeSimple_01","0","72","1","1","28.611250","0","528"
"/Game/MilitaryWeapSilver/FX/Materials/M_SmokeRibbon_01.M_SmokeRibbon_01","0","36","7","1","15.294641","0","251"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_Streaks_01.M_Pistol_Streaks_01","0","9","3","1","3.240459","0","41"
"/Game/MilitaryWeapSilver/FX/Materials/M_Knife_RibbonTrail_01.M_Knife_RibbonTrail_01","0","14","3","1","4.138466","0","63"
"/Game/MilitaryWeapSilver/FX/Materials/M_Pistol_Smoke_2x2_A.M_Pistol_Smoke_2x2_A","0","54","8","1","22.211527","0","455"
"/Game/MilitaryWeapSilver/FX/Materials/M_AssaultRifle_MuzzleFlash_4x1.M_AssaultRifle_MuzzleFlash_4x1","0","9","3","1","0.000000","0","41"
"/Game/MilitaryWeapSilver/FX/Materials/M_Smoke_8x8_B_01.M_Smoke_8x8_B_01","0","54","1","1","23.976561","0","268"
"/Game/MilitaryWeapSilver/FX/Materials/M_Shockwave_Refraction_01.M_Shockwave_Refraction_01","0","15","5","1","4.294451","0","41"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_i.M_Explosion_I","0","72","5","1","30.870762","0","353"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Explosion_G.M_Explosion_G","0","72","4","1","30.972265","0","365"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","0","54","1","1","22.918543","0","290"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Rock_B.M_Rock_B","0","90","3","1","37.875828","0","849"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_WaterDrop_B.M_WaterDrop_B","0","69","2","1","28.849701","0","624"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Heat_Distortion.M_Heat_Distortion","0","21","2","1","6.039192","0","101"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Wood.M_Wood","0","90","35","1","39.139088","0","834"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_A.M_Smoke_A","0","72","54","1","7.090129","0","370"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_a02.decal_rust_dripping_a02","0","21","1","1","9.282511","0","65"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b02.decal_rust_dripping_b02","0","21","1","1","0.000000","0","65"
"/Game/ModularBuildingSet/materials/Decals_Grunge/Rust/decal_rust_dripping_b01.decal_rust_dripping_b01","0","21","2","1","9.265572","0","63"
"/Game/ModularBuildingSet/materials/Concrete/concrete_trim_CLR_PKR.concrete_trim_CLR_PKR","0","23","2","1","9.536459","0","121"
"/Game/ModularBuildingSet/materials/Cloth/cloth_awning_torn__default.cloth_awning_torn__default","0","42","3","1","16.436640","0","285"
"/Game/ModularBuildingSet/materials/Cloth/cloth_awning_intact__default.cloth_awning_intact__default","0","42","3","1","0.000000","0","285"
"/Game/ModularBuildingSet/materials/Bricks_Tiles/brick_wall_grey.brick_wall_grey","0","23","9","1","9.261787","0","89"
